"","gen","sig1","sig2","a1","a2","r","logL","accept_rate"
"64",63000,0.00422168505322162,0.00218777485299939,0.883859197159801,2.68763729229077,0.168782470775555,-15.2450167232011,0.195
"65",64000,0.00304976094274283,0.00251586795873065,0.883859198046573,2.72873337309548,0.266469060401759,-15.6983245869361,0.254
"66",65000,0.00473328612053754,0.00187710915696163,0.88383650615507,2.72875647332926,0.223334339769247,-14.7539924026502,0.258
"67",66000,0.0028141994073438,0.00171440213706306,0.961776659995992,2.72875647449073,0.345995798015289,-16.8073491015971,0.267
"68",67000,0.00451121142501348,0.00161075158848063,0.77093269608418,2.72875750931404,0.112684576860871,-15.3195902728872,0.206
"69",68000,0.00622702007569568,0.0018843386314627,0.797450794071926,2.87642729124583,0.580361881165104,-16.4205681251561,0.189
"70",69000,0.00421354661122461,0.00158595535312171,0.794330742518423,2.87642729124583,0.579029793823662,-16.8741590822655,0.147
"71",70000,0.00404504156763841,0.00309920820531079,0.794204477339432,3.04580943995604,0.361027609710022,-15.9203558550393,0.226
"72",71000,0.00624876611372442,0.00130682102956691,0.794204734132086,2.90314133259981,0.200577712682633,-17.7516794497472,0.23
"73",72000,0.0051115450937993,0.00156851502733678,0.793967766904135,2.81289877597594,0.231757332606976,-14.753436252568,0.222
"74",73000,0.0055492080555573,0.00230942335860939,0.705619014785215,2.6281520877574,0.570204788985704,-16.4099700860442,0.267
"75",74000,0.00410768650659594,0.00305342368708441,0.69974861944082,2.71031225817851,0.350556742622646,-15.2368164210908,0.223
"76",75000,0.00337196380604241,0.00145161925128674,0.723967221735059,2.70957432788489,0.184293939491491,-15.2056736363875,0.274
"77",76000,0.00505688753971538,0.0019349158154314,0.723964856279171,3.04028283847465,0.334617160972859,-15.2167957440597,0.235
"78",77000,0.0040236619879068,0.00257181199349592,0.728065034530161,2.79654966452314,0.475879206601757,-14.0738423841616,0.213
"79",78000,0.00414717807405612,0.00185024562776543,0.642591716103888,2.88326178872207,0.384839008632701,-13.4562368946233,0.192
"80",79000,0.00232308236369517,0.0018816950242559,0.537980702990817,2.88324172159573,0.275885270806878,-18.5512823086007,0.301
"81",80000,0.00613761128809369,0.0022810863313527,0.537761153071749,2.88324039098146,0.444695804895577,-15.5130228228907,0.271
"82",81000,0.00434864745196924,0.00181956353462303,0.537566681800135,2.88322882280811,0.256885959427774,-14.1356238859181,0.241
"83",82000,0.00404188319406938,0.00271222775307488,0.702591684407461,2.86394295629893,0.626993603145586,-16.5935677117149,0.208
"84",83000,0.00677235523114636,0.00214396559952375,1.01623672664358,2.93958876076399,0.616100718148163,-17.62555575378,0.23
"85",84000,0.00370952531185267,0.00192747123712812,1.00846285124068,2.93603258580186,0.196281466221973,-15.1142376313051,0.252
"86",85000,0.00528492985081859,0.00187801864019367,0.839126369604132,2.88549439235415,0.40412227888889,-14.1522600598145,0.351
"87",86000,0.00299599542794849,0.00199324781457961,0.839126369604132,2.88549439235415,0.295339903273467,-14.2520221220871,0.101
"88",87000,0.00277049029781657,0.00232095841764859,0.733018235130763,2.57862592480079,0.0962421716983145,-17.6973404322359,0.172
"89",88000,0.00441297882650253,0.0024090403413008,0.733405348141879,2.57992905960912,0.255780053009408,-15.6490672807102,0.275
"90",89000,0.00375779282563873,0.00205968808211783,0.733408089945598,2.57993100272586,0.138992463964039,-15.9506234162026,0.2
"91",90000,0.00287017914180592,0.00217240496910573,0.733408089940126,2.57993100275839,0.436319237530191,-17.1190538768688,0.274
"92",91000,0.0036106899589348,0.00368556109713057,0.733408089939705,2.57993100276685,0.342180722223461,-17.9462496027196,0.24
"93",92000,0.00428722899005541,0.002661271531637,0.73340808995422,2.57993100254796,0.361604233079877,-15.6477576513401,0.273
"94",93000,0.00298694654936728,0.0031193346456116,0.73340808997159,2.57993100313566,0.310935467130266,-17.5173723376828,0.269
"95",94000,0.00406533860823012,0.00234935225920472,0.733435432266684,2.57931550231155,0.231676068716609,-15.5553410725276,0.277
"96",95000,0.00591122321765063,0.00150749495742078,0.732192906856901,2.73550607872083,0.180773414615701,-16.4514001255707,0.226
"97",96000,0.00581434029075624,0.00210550172320898,1.21750209754126,2.73550607872083,0.28546949900236,-18.2507033658298,0.162
"98",97000,0.00352261961990096,0.00147571136856796,0.434832379317367,2.73550607872083,0.287946299224001,-15.3408782242264,0.164
"99",98000,0.00484810529238631,0.00220680717263151,0.430908895419919,2.81815295386788,0.0840274522660951,-16.3138971118519,0.25
"100",99000,0.00443059909261549,0.00286953473418138,0.430908926939905,2.82030102968674,0.317430123860404,-15.8615670089173,0.202
"101",1e+05,0.0045940950927753,0.00238109508007685,0.4309089269577,2.82030096951212,0.450207880585636,-14.901749581287,0.267
"102",101000,0.00399920747884063,0.00159293598392593,0.430908926957694,2.82030096951116,0.0645370229728613,-16.3841789799813,0.233
"103",102000,0.00499744595901141,0.00219657363201305,0.430908926957712,2.82030096963039,0.329512676792282,-14.8438309266652,0.324
"104",103000,0.00434688393330375,0.00211469612118766,0.430908928637994,2.82029387860077,0.117557013374233,-15.7492420966037,0.216
"105",104000,0.00407389999465812,0.00217229704426732,0.430875612555809,2.81746445127386,0.12416127354256,-15.5990264381622,0.239
"106",105000,0.00379333436957273,0.00223724868418381,0.453003818287189,2.60316832342266,-0.0130629132948848,-18.4322510663814,0.253
"107",106000,0.00370989458511284,0.00164641616658299,0.453003818287189,2.60316832342266,0.312229276201435,-15.5755989491418,0.142
"108",107000,0.00327234786930902,0.00329321707718595,0.453003818287189,2.60316832342266,0.590237676030844,-19.6489803575177,0.116
"109",108000,0.00349408686687959,0.00322240114725193,0.486956106811315,2.61378843592468,0.412828743329586,-16.8221832782783,0.337
"110",109000,0.00459485020086709,0.00258036343855245,0.48695156350214,2.61379259949415,0.405535076072762,-15.1571228169352,0.22
"111",110000,0.00778463653380059,0.00235079183346054,0.486951563464395,2.61379259949404,0.673995541367497,-19.840736074802,0.101
"112",111000,0.00555296304554487,0.00355041431091788,0.486951584469097,2.61379259946747,0.418350091270888,-17.7361664762445,0.289
"113",112000,0.00363544977876506,0.00230942474947209,0.487229089824823,2.61379151734234,0.218782593927168,-15.5345444418226,0.237
"114",113000,0.00497854091373685,0.00629063805612083,0.609922059817228,2.61704366339709,0.303640304037199,-24.303853727833,0.267
"115",114000,0.00656511286472835,0.00197230221541944,0.609922059817228,2.79170227878175,0.519291861013731,-15.8098538284122,0.156
"116",115000,0.00655879073878375,0.00171573754384874,0.34748182235244,2.78809785720096,0.469198937569304,-17.2392024610504,0.22
"117",116000,0.00567377901962212,0.00191671293751193,0.350181631365588,2.7211910729432,0.397002035042497,-15.6903896952435,0.123
"118",117000,0.00588405045041782,0.0025462170542525,0.350181575746049,2.7211900412681,0.370522953239913,-16.4111804861737,0.354
"119",118000,0.00448287991441259,0.003204527395731,0.350181585849736,2.72119004068638,0.415808097854041,-16.9772389676025,0.199
"120",119000,0.00549935302251099,0.00158730907738159,0.35018157524322,2.72119004068666,0.272773795716515,-16.3616877907556,0.258
"121",120000,0.00460796369712175,0.00191785863243304,0.350181588739504,2.72119004068666,0.358718025797483,-15.0129977149057,0.268
"122",121000,0.00304956746205974,0.00200302485020236,0.350181570236511,2.72119004068666,0.188055085064827,-16.8642975270516,0.287
"123",122000,0.00433062752299147,0.00381511084961018,0.349860413563444,2.72119004068665,0.321972965875796,-18.8973692256229,0.23
"124",123000,0.00550946060640542,0.00166129781770179,0.600304948388822,2.72119004068408,0.189093114733263,-15.6032854456309,0.267
"125",124000,0.00297798755168371,0.0017588872155437,0.917186028723987,2.7211912137377,0.194459468583187,-15.7859351226748,0.214
"126",125000,0.00570846555850316,0.00204212044156667,0.91314986847279,2.71085522165103,0.0952359093855755,-16.8486191735251,0.24
"127",126000,0.00579053113265201,0.00322916494120525,0.913151509825365,2.96279464234029,0.628969206310224,-17.0441618855008,0.229
"128",127000,0.0048630092124014,0.00135249614582493,0.913151505897476,2.96279464234029,0.24933797596156,-16.2895795467864,0.236
"129",128000,0.00752072535756204,0.00185225556279589,0.913068511241286,2.78414118897831,0.547450609024493,-18.1110241888481,0.193
"130",129000,0.0101677627320735,0.00296880949890578,0.848845170955455,3.03350770920345,0.485062723976687,-21.4187097676554,0.255
"131",130000,0.0035211004528722,0.00254837187063905,0.677059282776072,3.033561526049,0.103317963210805,-16.3448473145222,0.214
"132",131000,0.0041145369533247,0.00193409347979152,0.560233061168266,3.03358256888583,0.246860862103581,-15.4225912062445,0.256
"133",132000,0.00579389969005435,0.00232464241904158,0.998171487783897,3.13545270633826,0.282443314192712,-17.6124356862634,0.259
"134",133000,0.00419932656316827,0.00252623770585128,0.956357551995652,2.58632810911986,0.202732004235694,-17.1269132870991,0.185
"135",134000,0.00475870469034034,0.00215565891058176,0.959686912150763,3.00599609643331,0.264468361073816,-15.0947509279523,0.224
"136",135000,0.00436095902984731,0.0022778804520997,0.958375569752855,2.95963415480269,0.476802042552003,-14.4887712351506,0.283
"137",136000,0.0025947122515687,0.00232254381745463,0.892044440136544,2.99338012205909,0.300156496550775,-16.6015571094795,0.241
"138",137000,0.00705362539845068,0.00219243138165518,0.587834830546508,2.99418398565043,0.347289207817429,-17.3964997908196,0.141
"139",138000,0.0065658877002272,0.00148620743945789,0.590607024094433,2.99374829297305,0.33868255190338,-18.1261589831103,0.365
"140",139000,0.00487854758124991,0.00234189175765587,0.592307399558304,2.99447345293434,-0.170255392126641,-19.606009472235,0.121
"141",140000,0.00637542446750262,0.00153643572765649,0.59235164788769,2.99446514904687,0.150106827460073,-18.1223873461993,0.43
"142",141000,0.00515587927980723,0.00225455160520627,0.593184812356905,2.99337381029986,0.145766174857835,-16.1441081443233,0.261
"143",142000,0.004688830305726,0.00202840344613121,0.71281742400263,2.72896927144689,0.326577864410082,-13.7690451141158,0.212
"144",143000,0.00417459154186765,0.00215327485092773,0.742603243436267,2.91269850068369,0.466909357491519,-13.7015892391978,0.203
"145",144000,0.00434141380164927,0.00181395042081186,0.743326613007247,2.92552255480748,0.496631140020861,-14.3766254726062,0.245
"146",145000,0.00566175592947956,0.00199028418416085,0.743280905685404,2.92556195511819,0.325992767689153,-14.6938907058656,0.278
"147",146000,0.00366464028158852,0.00211008759080924,0.837164064661907,2.92614685909837,0.216533915115872,-14.0586998254319,0.3
"148",147000,0.00334377489560815,0.00236227166884392,0.694667176794617,2.95124135642931,0.457566563313183,-14.7813419895445,0.179
"149",148000,0.00423639709156069,0.00392457981113876,0.751325367976421,2.96779625681995,0.344594760127546,-17.5952105738445,0.188
"150",149000,0.0033050701678253,0.0024260116963711,0.753475357559962,2.96918866434174,0.0209230477704743,-16.6800736298462,0.297
"151",150000,0.00193343801814973,0.00313633520057927,0.753475363239551,2.9694608732714,0.17888191257509,-22.6919122516267,0.248
"152",151000,0.00714262037946208,0.0029025667076803,0.753475362846472,2.72330217074642,0.276515146638024,-18.230813681514,0.294
"153",152000,0.00455140566247236,0.00150823495609921,0.753761094117218,2.78867013821946,0.300215051839785,-14.2189458684181,0.194
"154",153000,0.00695949259630304,0.00215483606046137,0.745678558565577,2.92185997416946,0.281054268334474,-16.5846751594551,0.223
"155",154000,0.00849984757874951,0.00296214865260223,1.08322683371012,2.94562052305718,0.720190720746245,-20.8566326669932,0.235
"156",155000,0.00491220443864544,0.00386957856593861,1.08315596376694,2.88130999291413,0.549782756831694,-18.9944011505241,0.305
"157",156000,0.00327680530520022,0.00209136715710619,1.08315581514053,2.79898869145722,0.417676137411899,-17.6604890585284,0.139
"158",157000,0.0071603308281256,0.0019538008124996,1.08315581515176,2.67002492089154,0.197640906929698,-19.2644490330563,0.33
"159",158000,0.00454057923447608,0.00223985934143046,1.08315581520049,2.66526894765101,0.106457715427278,-17.5972388303324,0.101
"160",159000,0.00333101529980666,0.00168005801279007,1.08315581520045,2.66640204935903,0.0917540032795036,-18.4362728336209,0.422
"161",160000,0.00514622183069563,0.00341146744445489,1.08315581520058,2.66498295947944,0.499545644998539,-19.6917273464359,0.105
"162",161000,0.00368152053622736,0.00225235666198109,1.0831558152019,2.66557757850874,0.547933774008645,-20.6948455156044,0.273
"163",162000,0.00429407958170921,0.00227004839984684,1.08315581523742,2.82995873786352,0.399681722759056,-15.5061332567166,0.226
"164",163000,0.00434316460342505,0.00211781292775659,1.08315598890962,2.8601439581255,0.137083357656549,-16.1886458277593,0.245
"165",164000,0.00467773029617261,0.00181330486805383,1.08584961029995,2.86015931660257,0.232746909885883,-15.5418561722782,0.234
"166",165000,0.00596788620489642,0.00301897825112006,0.999039266339776,2.86014518980892,0.467092431185569,-16.6809262341384,0.202
"167",166000,0.00705419731664585,0.00258752150955673,0.999039266339776,2.86050946923551,0.333372997321977,-17.4794428010467,0.281
"168",167000,0.00291387991774238,0.00145967085763134,0.754804696993426,2.85957470589144,0.284982208679313,-14.8736003131263,0.0900000000000001
"169",168000,0.00329308074855181,0.00195485725353594,0.754606422922365,2.91450887302482,0.221440278209619,-13.9505368815674,0.335
"170",169000,0.00276400097730536,0.00382980315557946,0.754606419600816,2.77073852202488,-0.0918137799176412,-22.1357672656439,0.158
"171",170000,0.00372309292282919,0.00206425486931085,0.754606419599103,3.0036514889205,0.386857378641685,-14.1052827143153,0.257
"172",171000,0.0033825898969434,0.00149300389486013,0.754606419599103,3.00365404787541,0.166740552788979,-16.0990523659421,0.316
"173",172000,0.00438277065619454,0.00211889411802031,0.754606419599103,3.00365444054465,0.266296965348622,-14.3873021745154,0.152
"174",173000,0.00291196614171075,0.0025170775841269,0.754606419599115,3.0786062135202,0.355674515132973,-16.4246941534503,0.289
"175",174000,0.00456150932782871,0.00193110382573995,0.754606418813213,2.78466990331604,0.279769786810584,-13.6006481577111,0.225
"176",175000,0.00483556466608913,0.00175018584259156,0.754600150725379,2.70762930220974,0.260791579449714,-14.4760062079777,0.184
"177",176000,0.00295367125488398,0.00204738175465475,0.751257578825953,2.74386189486979,0.115966715387627,-15.3646768434852,0.317
"178",177000,0.00322267101931331,0.00214498532580164,0.751257578825953,3.01227341970439,0.329778738461174,-14.8733414503524,0.157
"179",178000,0.00322267101931331,0.00212402649737565,0.627106945033057,2.79049461700961,0.444494992704006,-14.2541753284114,0.182
"180",179000,0.00533411211012419,0.00276791206198159,0.627132374067761,2.75416856477249,0.491607562690813,-14.9077176325085,0.194
"181",180000,0.00442741576941828,0.00219193784429601,0.627126821480603,2.81312927255291,0.410303347372519,-13.4499828241652,0.328
"182",181000,0.00457834280943246,0.00176238676260429,0.627126821384412,2.81647127060656,0.041379326247441,-15.5846671832196,0.305
"183",182000,0.00530744650404329,0.00180075453075285,0.627126821296995,2.80207393709087,0.348285520236063,-14.1447208179513,0.156
"184",183000,0.00374304112399353,0.00220564129896497,0.627115883068642,2.76411815625066,0.43738885114262,-13.642801972822,0.308
"185",184000,0.00477739626284572,0.00230199700059932,0.794325275618246,2.75992414032726,0.442189847341464,-14.0113628104212,0.236
"186",185000,0.0039720087266224,0.00242345283452248,0.911272940573493,2.75986957645543,0.305577341379795,-14.5806836555387,0.169
"187",186000,0.00513111982474736,0.00215490832081983,0.911272940573493,2.75987110547233,0.556409440350967,-15.8079218888024,0.225
"188",187000,0.00378566584178765,0.00221595891180494,0.749544841648647,2.75981223670321,0.581566179112601,-15.7579888316445,0.254
"189",188000,0.00592077487119761,0.00265079446668276,0.749696207284996,2.89721907330763,0.464918505254063,-15.1922255147185,0.153
"190",189000,0.00673756830457177,0.00537501198268362,0.749696260069175,2.83857344245062,0.670793315916373,-21.4036257789288,0.289
"191",190000,0.00307006927902925,0.00168322568073106,0.749696260069467,2.8387175666089,0.402272261117088,-14.3066748255789,0.232
"192",191000,0.00514553600482628,0.001693819385899,0.749696260069534,2.83855650084321,0.205251399870674,-14.5905435132938,0.235
"193",192000,0.0027323692601018,0.0025693775086356,0.749696260064961,2.82705030444866,0.420558090897983,-16.0159277394594,0.393
"194",193000,0.00472981772627243,0.00194575911032029,0.749696260052292,2.89267668135952,0.442376085834121,-13.6845517890571,0.0820000000000001
"195",194000,0.00449185082287735,0.00233393719223188,0.749695348100945,2.74128790739585,0.154738193542577,-14.8650903805989,0.31
"196",195000,0.00372437980601445,0.00289645907749808,0.749702844019521,2.82040813159152,0.353216329212781,-14.6560807973526,0.11
"197",196000,0.00425006695806355,0.00232190869296722,0.679193868412488,2.82039876011276,0.368432137119898,-13.4422059575937,0.316
"198",197000,0.00460549291912904,0.00205134473710448,0.498636002198576,2.82039876610981,0.218511618504272,-14.5030406500358,0.0860000000000001
"199",198000,0.00429462276952064,0.00204080476598682,0.498686102739048,2.82039876610983,0.317095432718074,-13.9203043955839,0.419
"200",199000,0.00431780122293671,0.00189538169357953,0.498686990099849,2.82039876610983,0.262390513110964,-14.0649248349978,0.0980000000000001
"201",2e+05,0.00407804966716158,0.00232509987117654,0.498686990593157,2.82039876610983,0.523661777206966,-15.0041233531816,0.36
"202",201000,0.0035330799112929,0.00227506049686841,0.498686990638971,2.82039876610983,0.335492454357678,-14.3223736888422,0.215
"203",202000,0.00314627737777684,0.0018418879962388,0.498686993585089,2.82039876610981,0.354063809732974,-14.6246816622842,0.291
"204",203000,0.00358282387634564,0.00280725355077077,0.498686753462539,2.82039876364306,0.363543991534611,-15.3274360058996,0.306
"205",204000,0.00482634502411095,0.00232481952157153,0.498685570457275,2.82039888321811,0.187830240452487,-15.2002779184846,0.156
"206",205000,0.00292866642634177,0.00220249573441996,0.76229762282764,2.90587637850159,0.366004716508098,-14.5325687077505,0.378
"207",206000,0.00402119174410953,0.00185716409505256,0.76229762282764,2.90587637850159,0.144969122501835,-14.2704999426798,0.067
"208",207000,0.00606562841848302,0.00263781673001741,0.922247656249072,2.90587637850159,0.556852232536407,-15.8110632143402,0.21
"209",208000,0.0045651308877205,0.00255051736194849,0.699412376692603,2.90587637850159,0.272740002236533,-14.4715304126523,0.0960000000000001
"210",209000,0.00756841072185656,0.00192201509282938,0.699408279382986,2.90774785437414,0.294421207764766,-17.2379735873957,0.308
"211",210000,0.00573734884537987,0.00262916123582281,0.699408295491978,2.90776319896294,0.473948722983315,-15.0755963418479,0.246
"212",211000,0.00364645788786755,0.0026350356832822,0.699408295491975,2.90776319892734,0.349191769800713,-14.2515963860504,0.255
"213",212000,0.00372061925868457,0.00193177458623156,0.699408295491973,2.90776319897844,0.456711756758615,-13.8702698999279,0.261
"214",213000,0.00619429214875937,0.00201136818343633,0.699408295496731,2.90776317392734,0.489908206059777,-15.3278347867048,0.165
"215",214000,0.00435681533043831,0.00239971004550042,0.699408295484596,2.90776364813043,0.563856220579138,-14.9003858368915,0.389
"216",215000,0.00362672805565997,0.00174124671234954,0.699405699103063,2.7687382728005,0.261398781165302,-13.4992226941023,0.0780000000000001
"217",216000,0.00440789821748122,0.0017396293857257,0.699397493224477,2.78066569628095,0.171481903853384,-14.1791625648284,0.36
"218",217000,0.00577463282100015,0.00241440811996102,0.699549794900825,2.65666057369023,0.439582202972314,-15.4494564532114,0.126
"219",218000,0.00755479861520013,0.00187214406754109,0.633467955136159,2.65659158732774,0.0531115610418231,-19.6028043478055,0.256
"220",219000,0.00578482830368791,0.00286840317007051,0.735026318403604,2.65659162867077,0.384648840776582,-16.3177453923045,0.177
"221",220000,0.00307239649829659,0.00193701469110958,0.735008078034054,2.65659162866752,0.368806251880147,-14.9362174419522,0.298
"222",221000,0.00353862274194442,0.00271548764766462,0.735009214929848,2.65659162866625,0.507061311686764,-15.9287699771712,0.242
"223",222000,0.0056059631585572,0.00224689284229224,0.736077007687019,2.6565916269943,0.46085161949144,-15.3485513665561,0.264
"224",223000,0.00354764801392478,0.00240561971853417,0.523191656006958,2.65645296747149,0.384447599447351,-14.6410969672644,0.25
"225",224000,0.00683003320850542,0.00198674998744519,0.51870187537385,2.72372406494762,0.484142870872166,-16.2319606435792,0.208
"226",225000,0.00436022152349055,0.00152417094757459,0.527289176253251,2.72372406494762,0.424053743590077,-14.8838040160062,0.231
"227",226000,0.00325381745823032,0.00209579684781313,0.702381366367996,2.71505729039822,0.383081857076057,-14.0390360072534,0.169
