ind-cell-size,Cell size (um^2),ind-IAS1,IAS1 (%),ind-IAS2,IAS2 (%),ind-IAS3,IAS3 (%),ind-thickness,thickness (um)
1,4912.956,,,,,,,12,1327.239
2,5219.579,,,,,,,13,1350.209
3,4667.424,,,,,,,14,1232.415
4,5190.488,,,,,,,,
5,6758.514,,,,,,,,
6,7054.664,,,,,,,,
7,7862.824,,,,,,,,
8,7666.748,,,,,,,,
9,3945.376,,,,,,,,
10,4334.619,,,,,,,,
11,3545.660,,,,,,,,
