ind-cell-size,Cell size (um^2),ind-IAS1,IAS1 (%),ind-IAS2,IAS2 (%),ind-IAS3,IAS3 (%),ind-thickness,thickness (um)
1,1719.835,,,,,,,,
2,1738.017,,,,,,,,
3,1184.298,,,,,,,,
4,1504.959,,,,,,,,
5,1696.694,,,,,,,,
6,1062.810,,,,,,,,
7,878.512,,,,,,,,
8,1233.058,,,,,,,,
9,1336.364,,,,,,,,
10,1371.074,,,,,,,,
11,1380.992,,,,,,,,
12,1218.182,,,,,,,,
13,1388.430,,,,,,,,
14,1002.479,,,,,,,,
15,1267.769,,,,,,,,
