ind-IAS1,IAS1 (%),ind-IAS2,IAS2 (%),ind-IAS3,IAS3 (%),ind-thickness,thickness (um),index,Cell area (um^2)
,,,,,,17,590.071,1,862.812
,,,,,,18,600.476,2,1597.800
,,,,,,19,471.165,3,564.804
,,,,,,20,610.880,4,685.939
,,,,,,21,468.193,5,765.458
,,,,,,22,582.640,6,372.325
,,,,,,,,7,610.137
,,,,,,,,8,1041.914
,,,,,,,,9,1107.313
,,,,,,,,10,998.811
,,,,,,,,11,1261.891
,,,,,,,,12,806.332
,,,,,,,,13,898.484
,,,,,,,,14,948.276
,,,,,,,,15,872.473
,,,,,,,,16,928.210
